15:45:26.313041 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
15:45:26.314163 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
15:45:26.509918 IP 192.168.48.131.41718 > 192.168.48.2.domain: 21689+ PTR? 128.48.168.192.in-addr.arpa. (45)
15:45:26.516143 IP 192.168.48.2.domain > 192.168.48.131.41718: 21689 NXDomain 0/1/0 (113)
15:45:26.530371 IP 192.168.48.131.59445 > 192.168.48.128.1025: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:30.341753 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [P.], seq 27780:33620, ack 1894, win 64240, length 5840
15:45:30.342070 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [P.], seq 33620:40920, ack 1894, win 64240, length 7300
15:45:30.346499 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 40920, win 43800, length 0
15:45:30.347033 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 74208, win 64240, length 0
15:45:30.357970 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 40920, win 47560, length 0
15:45:30.358773 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 40920, win 64240, length 0
15:45:30.365056 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 74208:93188, ack 2911, win 64240, length 18980
15:45:30.367895 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 93188:96108, ack 2911, win 64240, length 2920
15:45:30.370785 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 96108:113628, ack 2911, win 64240, length 17520
15:45:30.371485 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 113628:118008, ack 2911, win 64240, length 4380
15:45:30.372860 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 77128, win 64240, length 0
15:45:30.375282 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 118008:132608, ack 2911, win 64240, length 14600
15:45:30.375627 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [P.], seq 40920:43840, ack 1894, win 64240, length 2920
15:45:30.375690 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [P.], seq 43840:46617, ack 1894, win 64240, length 2777
15:45:30.375751 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 132608:135528, ack 2911, win 64240, length 2920
15:45:30.375836 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 80048, win 64240, length 0
15:45:30.375941 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 82968, win 64240, length 0
15:45:30.375992 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 85888, win 61320, length 0
15:45:30.376022 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 88808, win 58400, length 0
15:45:30.376298 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 91728, win 55480, length 0
15:45:30.376358 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 94648, win 52560, length 0
15:45:30.376548 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 97568, win 49640, length 0
15:45:30.376904 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 100488, win 46720, length 0
15:45:30.377539 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 103408, win 43800, length 0
15:45:30.378156 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 106328, win 40880, length 0
15:45:30.378278 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 109248, win 37960, length 0
15:45:30.378351 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 112168, win 35040, length 0
15:45:30.378664 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 115088, win 32120, length 0
15:45:30.378776 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 118008, win 29200, length 0
15:45:30.379201 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 120928, win 26280, length 0
15:45:30.379318 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 123848, win 23360, length 0
15:45:30.379571 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 126768, win 20440, length 0
15:45:30.379660 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 129688, win 17520, length 0
15:45:30.379903 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 132608, win 14600, length 0
15:45:30.380247 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 43840, win 64240, length 0
15:45:30.380700 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 46617, win 64240, length 0
15:45:30.380818 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 135528, win 11680, length 0
15:45:30.383053 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 135528, win 64240, length 0
15:45:30.385193 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [P.], seq 1894:2488, ack 46617, win 64240, length 594
15:45:30.385780 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [.], ack 2488, win 64240, length 0
15:45:30.392046 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 135528:138448, ack 2911, win 64240, length 2920
15:45:30.392346 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 138448, win 64240, length 0
15:45:30.394683 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 138448:155968, ack 2911, win 64240, length 17520
15:45:30.395390 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 155968:157428, ack 2911, win 64240, length 1460
15:45:30.395942 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 141368, win 64240, length 0
15:45:30.396081 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 144288, win 64240, length 0
15:45:30.396252 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 147208, win 64240, length 0
15:45:30.396417 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 150128, win 61320, length 0
15:45:30.396581 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 153048, win 58400, length 0
15:45:30.396901 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 155968, win 55480, length 0
15:45:30.398207 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 157428:158888, ack 2911, win 64240, length 1460
15:45:30.398428 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 157428, win 64240, length 0
15:45:30.399461 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 158888, win 62780, length 0
15:45:30.399657 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 158888:161808, ack 2911, win 64240, length 2920
15:45:30.399798 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 158888, win 64240, length 0
15:45:30.400171 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 161808, win 64240, length 0
15:45:30.403059 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 161808:183708, ack 2911, win 64240, length 21900
15:45:30.404314 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 164728, win 64240, length 0
15:45:30.405843 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 183708:199768, ack 2911, win 64240, length 16060
15:45:30.406739 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 167648, win 64240, length 0
15:45:30.406890 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 170568, win 64240, length 0
15:45:30.407025 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 173488, win 61320, length 0
15:45:30.407189 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 176408, win 58400, length 0
15:45:30.407326 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 179328, win 55480, length 0
15:45:30.407479 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 182248, win 52560, length 0
15:45:30.407973 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 185168, win 49640, length 0
15:45:30.408100 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 188088, win 46720, length 0
15:45:30.408282 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 191008, win 43800, length 0
15:45:30.408353 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 193928, win 40880, length 0
15:45:30.408562 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 196848, win 37960, length 0
15:45:30.408842 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 199768, win 35040, length 0
15:45:30.409349 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 199768, win 38800, length 0
15:45:30.409961 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 199768, win 64240, length 0
15:45:30.412647 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [P.], seq 46617:59646, ack 2488, win 64240, length 13029
15:45:30.413106 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 49537, win 64240, length 0
15:45:30.413303 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 52457, win 64240, length 0
15:45:30.413358 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 55377, win 64240, length 0
15:45:30.413835 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 58297, win 61320, length 0
15:45:30.414778 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 59646, win 63731, length 0
15:45:30.419484 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 199768:204148, ack 2911, win 64240, length 4380
15:45:30.419941 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 202688, win 64240, length 0
15:45:30.420537 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 204148:209988, ack 2911, win 64240, length 5840
15:45:30.420877 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 205608, win 64240, length 0
15:45:30.421059 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 208528, win 64240, length 0
15:45:30.421470 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 209988, win 64240, length 0
15:45:30.423033 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 209988:223128, ack 2911, win 64240, length 13140
15:45:30.423431 IP 192.168.48.131.59446 > 192.168.48.128.5822: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.424014 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 212908, win 64240, length 0
15:45:30.424668 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 215828, win 64240, length 0
15:45:30.425243 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 218748, win 64240, length 0
15:45:30.425510 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 221668, win 61320, length 0
15:45:30.425808 IP 192.168.48.128.5822 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.427102 IP 192.168.48.131.59446 > 192.168.48.128.33: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.427189 IP 192.168.48.131.59446 > 192.168.48.128.1104: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.427217 IP 192.168.48.131.59446 > 192.168.48.128.50636: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.427688 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 223128:226048, ack 2911, win 64240, length 2920
15:45:30.428270 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 226048:231888, ack 2911, win 64240, length 5840
15:45:30.428430 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 223128, win 63620, length 0
15:45:30.428647 IP 192.168.48.128.33 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.428930 IP 192.168.48.128.1104 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.429233 IP 192.168.48.128.50636 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.429631 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 231888, win 54860, length 0
15:45:30.430176 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 231888:236268, ack 2911, win 64240, length 4380
15:45:30.430407 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 231888, win 64240, length 0
15:45:30.430715 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 236268, win 59860, length 0
15:45:30.431245 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 236268, win 64240, length 0
15:45:30.432757 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 236268:253788, ack 2911, win 64240, length 17520
15:45:30.433487 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 253788:258168, ack 2911, win 64240, length 4380
15:45:30.433784 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 239188, win 64240, length 0
15:45:30.433979 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 242108, win 64240, length 0
15:45:30.434142 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 245028, win 64240, length 0
15:45:30.434339 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 247948, win 61320, length 0
15:45:30.434606 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 250868, win 58400, length 0
15:45:30.434977 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 253788, win 55480, length 0
15:45:30.435696 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 258168:275688, ack 2911, win 64240, length 17520
15:45:30.436513 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 275688:280068, ack 2911, win 64240, length 4380
15:45:30.437476 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 280068:282988, ack 2911, win 64240, length 2920
15:45:30.437691 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 282988:285908, ack 2911, win 64240, length 2920
15:45:30.437858 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 256708, win 52560, length 0
15:45:30.437915 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 259628, win 49640, length 0
15:45:30.437947 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 262548, win 46720, length 0
15:45:30.438020 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 265468, win 43800, length 0
15:45:30.438052 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 268388, win 40880, length 0
15:45:30.438808 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 271308, win 37960, length 0
15:45:30.438886 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 274228, win 35040, length 0
15:45:30.440112 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 277148, win 32120, length 0
15:45:30.440209 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 280068, win 29200, length 0
15:45:30.440271 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 282988, win 26280, length 0
15:45:30.440436 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 285908, win 23360, length 0
15:45:30.440857 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 285908, win 27120, length 0
15:45:30.441237 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 285908, win 64240, length 0
15:45:30.447588 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 285908:294668, ack 2911, win 64240, length 8760
15:45:30.450304 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 294668:312188, ack 2911, win 64240, length 17520
15:45:30.451040 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 312188:316568, ack 2911, win 64240, length 4380
15:45:30.451193 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 288828, win 64240, length 0
15:45:30.451263 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 291748, win 64240, length 0
15:45:30.452776 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 316568:325328, ack 2911, win 64240, length 8760
15:45:30.452923 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 294668, win 64240, length 0
15:45:30.452989 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 297588, win 61320, length 0
15:45:30.454241 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 325328:331168, ack 2911, win 64240, length 5840
15:45:30.454342 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 331168:332628, ack 2911, win 64240, length 1460
15:45:30.454406 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 300508, win 58400, length 0
15:45:30.456279 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 332628:342848, ack 2911, win 64240, length 10220
15:45:30.457181 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 303428, win 55480, length 0
15:45:30.457540 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 306348, win 52560, length 0
15:45:30.457720 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 309268, win 49640, length 0
15:45:30.457855 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 312188, win 46720, length 0
15:45:30.458117 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 315108, win 43800, length 0
15:45:30.458328 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 318028, win 40880, length 0
15:45:30.458463 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 320948, win 37960, length 0
15:45:30.458612 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 323868, win 35040, length 0
15:45:30.458879 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 326788, win 32120, length 0
15:45:30.459087 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 329708, win 29200, length 0
15:45:30.459292 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 332628, win 26280, length 0
15:45:30.459435 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 335548, win 23360, length 0
15:45:30.459630 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 338468, win 20440, length 0
15:45:30.459812 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 341388, win 17520, length 0
15:45:30.460438 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 342848, win 64240, length 0
15:45:30.460768 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 342848:347228, ack 2911, win 64240, length 4380
15:45:30.462037 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 347228:351608, ack 2911, win 64240, length 4380
15:45:30.465020 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 351608:369128, ack 2911, win 64240, length 17520
15:45:30.466250 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 369128:373508, ack 2911, win 64240, length 4380
15:45:30.466406 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 373508:378659, ack 2911, win 64240, length 5151
15:45:30.466519 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 345768, win 64240, length 0
15:45:30.466556 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 348688, win 64240, length 0
15:45:30.466711 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 351608, win 64240, length 0
15:45:30.466860 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 354528, win 61320, length 0
15:45:30.466894 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 357448, win 58400, length 0
15:45:30.467122 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 360368, win 55480, length 0
15:45:30.467175 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 363288, win 52560, length 0
15:45:30.467343 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 366208, win 49640, length 0
15:45:30.467489 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 369128, win 46720, length 0
15:45:30.467723 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 372048, win 43800, length 0
