14:42:00.070514 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
14:42:00.074408 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.272869 IP 192.168.48.131.51378 > 192.168.48.2.domain: 60185+ PTR? 128.48.168.192.in-addr.arpa. (45)
14:42:00.277665 IP 192.168.48.2.domain > 192.168.48.131.51378: 60185 NXDomain 0/1/0 (113)
14:42:00.366479 ARP, Request who-has 192.168.48.128 tell 192.168.48.131, length 46
14:42:00.366738 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.367094 IP 192.168.48.131.59705 > 192.168.48.128.1723: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:04.683403 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 41242, win 55480, length 0
14:42:04.683582 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 44162, win 52560, length 0
14:42:04.683837 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 47082, win 49640, length 0
14:42:04.684004 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 50002, win 46720, length 0
14:42:04.684749 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 52922, win 43800, length 0
14:42:04.684871 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 55842, win 40880, length 0
14:42:04.685041 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 58762, win 37960, length 0
14:42:04.686888 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 60222, win 64240, length 0
14:42:04.705265 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 60222:76282, ack 1330, win 64240, length 16060
14:42:04.706069 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 76282:77742, ack 1330, win 64240, length 1460
14:42:04.706183 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 63142, win 64240, length 0
14:42:04.706604 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 77742:80662, ack 1330, win 64240, length 2920
14:42:04.706734 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 66062, win 64240, length 0
14:42:04.706825 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 68982, win 64240, length 0
14:42:04.706985 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 71902, win 61320, length 0
14:42:04.707185 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 74822, win 58400, length 0
14:42:04.707380 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 77742, win 55480, length 0
14:42:04.707517 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 80662, win 52560, length 0
14:42:04.708221 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 80662, win 64240, length 0
14:42:04.711983 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 80662:115702, ack 1330, win 64240, length 35040
14:42:04.713026 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 83582, win 64240, length 0
14:42:04.713121 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 86502, win 64240, length 0
14:42:04.713413 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 89422, win 64240, length 0
14:42:04.713553 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 92342, win 61320, length 0
14:42:04.713748 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 95262, win 58400, length 0
14:42:04.713891 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 98182, win 55480, length 0
14:42:04.714363 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 101102, win 52560, length 0
14:42:04.714879 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 104022, win 49640, length 0
14:42:04.714995 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 106942, win 46720, length 0
14:42:04.715231 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 109862, win 43800, length 0
14:42:04.715388 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 112782, win 40880, length 0
14:42:04.715523 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 115702, win 37960, length 0
14:42:04.717246 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 115702, win 64240, length 0
14:42:04.736487 IP 192.168.48.131.59706 > 192.168.48.128.1046: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:04.737290 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 115702:120082, ack 1330, win 64240, length 4380
14:42:04.737409 IP 192.168.48.128.1046 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:04.737905 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 118622, win 64240, length 0
14:42:04.738996 IP 192.168.48.131.59706 > 192.168.48.128.1259: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:04.739367 IP 192.168.48.131.59706 > 192.168.48.128.1113: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:04.740722 IP 192.168.48.128.1259 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:04.741188 IP 192.168.48.128.1113 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:04.744251 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 120082:158042, ack 1330, win 64240, length 37960
14:42:04.745168 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 158042:162422, ack 1330, win 64240, length 4380
14:42:04.745277 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 121542, win 64240, length 0
14:42:04.745579 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 124462, win 64240, length 0
14:42:04.745753 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 127382, win 64240, length 0
14:42:04.746405 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 130302, win 62780, length 0
14:42:04.746908 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 133222, win 59860, length 0
14:42:04.747400 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 162422:175562, ack 1330, win 64240, length 13140
14:42:04.747604 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 136142, win 56940, length 0
14:42:04.748221 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 139062, win 54020, length 0
14:42:04.748298 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 141982, win 51100, length 0
14:42:04.748750 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 175562:179942, ack 1330, win 64240, length 4380
14:42:04.749659 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 144902, win 48180, length 0
14:42:04.749935 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 147822, win 45260, length 0
14:42:04.750074 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 150742, win 42340, length 0
14:42:04.750337 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 153662, win 39420, length 0
14:42:04.750978 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 156582, win 36500, length 0
14:42:04.751510 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 159502, win 33580, length 0
14:42:04.751852 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 162422, win 30660, length 0
14:42:04.752332 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 165342, win 27740, length 0
14:42:04.752448 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 168262, win 24820, length 0
14:42:04.752618 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 171182, win 21900, length 0
14:42:04.752867 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 174102, win 18980, length 0
14:42:04.753096 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 177022, win 16060, length 0
14:42:04.753246 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 179942, win 13140, length 0
14:42:04.753781 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 179942, win 64240, length 0
14:42:04.765786 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 179942:185782, ack 1330, win 64240, length 5840
14:42:04.767579 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 185782:188702, ack 1330, win 64240, length 2920
14:42:04.768621 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 188702:191622, ack 1330, win 64240, length 2920
14:42:04.773981 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 191622:225202, ack 1330, win 64240, length 33580
14:42:04.774790 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 225202:228122, ack 1330, win 64240, length 2920
14:42:04.774919 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 182862, win 64240, length 0
14:42:04.774974 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 185782, win 64240, length 0
14:42:04.775002 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 188702, win 64240, length 0
14:42:04.775029 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 191622, win 61320, length 0
14:42:04.775059 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 194542, win 58400, length 0
14:42:04.775356 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 197462, win 55480, length 0
14:42:04.775457 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 200382, win 52560, length 0
14:42:04.775719 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 203302, win 49640, length 0
14:42:04.775934 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 206222, win 46720, length 0
14:42:04.776749 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 228122:245642, ack 1330, win 64240, length 17520
14:42:04.776903 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 209142, win 43800, length 0
14:42:04.776957 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 212062, win 40880, length 0
14:42:04.776985 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 214982, win 37960, length 0
14:42:04.777012 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 217902, win 35040, length 0
14:42:04.777038 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 220822, win 32120, length 0
14:42:04.777222 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 223742, win 29200, length 0
14:42:04.777842 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 245642:250022, ack 1330, win 64240, length 4380
14:42:04.778253 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 226662, win 26280, length 0
14:42:04.778557 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 229582, win 23360, length 0
14:42:04.779048 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 232502, win 20440, length 0
14:42:04.779721 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 250022:252942, ack 1330, win 64240, length 2920
14:42:04.779845 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 235422, win 17520, length 0
14:42:04.780050 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 238342, win 14600, length 0
14:42:04.780201 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 241262, win 11680, length 0
14:42:04.780470 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 244182, win 8760, length 0
14:42:04.781456 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 247102, win 5840, length 0
14:42:04.781983 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 250022, win 2920, length 0
14:42:04.782565 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 252942, win 0, length 0
14:42:04.782912 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [.], seq 252942:252943, ack 1330, win 64240, length 1
14:42:04.783282 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 252942, win 0, length 0
14:42:04.783801 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 252942, win 64240, length 0
14:42:04.784067 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 252942:255862, ack 1330, win 64240, length 2920
14:42:04.794280 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 255862:257322, ack 1330, win 64240, length 1460
14:42:04.795582 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 257322:273382, ack 1330, win 64240, length 16060
14:42:04.796316 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 255862, win 64240, length 0
14:42:04.796499 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 258782, win 64240, length 0
14:42:04.796624 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 261702, win 64240, length 0
14:42:04.796793 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 264622, win 61320, length 0
14:42:04.796944 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 267542, win 58400, length 0
14:42:04.797088 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 270462, win 55480, length 0
14:42:04.797259 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 273382, win 52560, length 0
14:42:04.797907 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 273382, win 64240, length 0
14:42:04.798647 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 273382:274842, ack 1330, win 64240, length 1460
14:42:04.801963 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 274842:279222, ack 1330, win 64240, length 4380
14:42:04.802673 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 276302, win 64240, length 0
14:42:04.802911 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 279222, win 64240, length 0
14:42:04.808452 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 279222:298202, ack 1330, win 64240, length 18980
14:42:04.809343 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 282142, win 64240, length 0
14:42:04.809420 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 285062, win 64240, length 0
14:42:04.809561 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 287982, win 64240, length 0
14:42:04.809702 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 290902, win 61320, length 0
14:42:04.809775 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 293822, win 58400, length 0
14:42:04.809962 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 296742, win 55480, length 0
14:42:04.811683 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 298202, win 64240, length 0
14:42:04.813474 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 298202:323022, ack 1330, win 64240, length 24820
14:42:04.815484 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 323022:324482, ack 1330, win 64240, length 1460
14:42:04.815570 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 323022, win 39420, length 0
14:42:04.816879 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 324482:336162, ack 1330, win 64240, length 11680
14:42:04.817420 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 325942, win 36500, length 0
14:42:04.817490 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 328862, win 33580, length 0
14:42:04.818217 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 331782, win 30660, length 0
14:42:04.818326 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 334702, win 27740, length 0
14:42:04.820917 IP 204.79.197.200.http > 192.168.48.128.1097: Flags [P.], seq 336162:347153, ack 1330, win 64240, length 10991
14:42:04.821098 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 336162, win 51100, length 0
14:42:04.823399 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 347153, win 40109, length 0
14:42:04.827550 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 347153, win 53249, length 0
14:42:04.828478 IP 192.168.48.128.1097 > 204.79.197.200.http: Flags [.], ack 347153, win 64240, length 0
14:42:04.837193 IP 192.168.48.131.59705 > 192.168.48.128.1154: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:04.837457 IP 192.168.48.131.59705 > 192.168.48.128.nntp: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:04.837662 IP 192.168.48.131.59705 > 192.168.48.128.49175: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:04.838014 IP 192.168.48.128.1154 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:04.838093 IP 192.168.48.128.nntp > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:04.838380 IP 192.168.48.128.49175 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:04.937832 IP 192.168.48.131.59706 > 192.168.48.128.49175: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:04.937979 IP 192.168.48.131.59706 > 192.168.48.128.nntp: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:04.938251 IP 192.168.48.131.59706 > 192.168.48.128.1154: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:04.938700 IP 192.168.48.128.49175 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:04.938775 IP 192.168.48.128.nntp > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:04.939377 IP 192.168.48.128.1154 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:05.038312 IP 192.168.48.131.59705 > 192.168.48.128.8649: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:05.038801 IP 192.168.48.131.59705 > 192.168.48.128.18101: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:05.038858 IP 192.168.48.131.59705 > 192.168.48.128.1031: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:05.039638 IP 192.168.48.128.8649 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:05.040113 IP 192.168.48.128.18101 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:05.040203 IP 192.168.48.128.1031 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:05.139025 IP 192.168.48.131.59706 > 192.168.48.128.1031: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:05.139899 IP 192.168.48.131.59706 > 192.168.48.128.18101: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:05.140098 IP 192.168.48.131.59706 > 192.168.48.128.8649: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
14:42:05.140415 IP 192.168.48.128.1031 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:05.140490 IP 192.168.48.128.18101 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:05.140844 IP 192.168.48.128.8649 > 192.168.48.131.59706: Flags [R.], seq 0, ack 330679375, win 0, length 0
14:42:05.239858 IP 192.168.48.131.59705 > 192.168.48.128.8300: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:05.239971 IP 192.168.48.131.59705 > 192.168.48.128.7911: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:05.240074 IP 192.168.48.131.59705 > 192.168.48.128.3971: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:05.240505 IP 192.168.48.128.8300 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:05.240590 IP 192.168.48.128.7911 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:05.240955 IP 192.168.48.128.3971 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:05.273580 ARP, Request who-has 192.168.48.2 tell 192.168.48.131, length 46
14:42:05.274111 ARP, Reply 192.168.48.2 is-at 00:50:56:ea:a1:60 (oui Unknown), length 46
14:42:05.340739 IP 192.168.48.131.59706 > 192.168.48.128.3971: Flags [S], seq 330679374, win 1024, options [mss 1460], length 0
